epoch,step,loss
0,0,2.559318
0,50,1.868661
0,100,2.020865
0,150,1.542342
0,200,1.584737
1,0,0.999114
1,50,1.169958
1,100,0.919671
1,150,1.088854
1,200,1.222399
2,0,0.794883
2,50,0.539533
2,100,0.795356
2,150,0.672275
2,200,0.771918
