epoch,step,loss
0,0,1.93971
0,50,1.647979
0,100,1.150826
0,150,1.335067
0,200,1.375756
1,0,0.775349
1,50,1.0353
1,100,1.236129
1,150,1.098451
1,200,0.816065
2,0,1.086445
2,50,1.030336
2,100,0.91539
2,150,0.601053
2,200,1.083214
